OBJECTID,LWC_Ident,Name,BLM_Acres,BDY_Change,P_LWC,Size,Next_to_Wild_Preserve,Naturalness,Solitude,Manage,Comments,created_date,last_edited_date,GlobalID,AttachID,SHAPE_Length,SHAPE_Area
532,CON-010-011,Weller Draw,12891.81775132,Developed Right of Way,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Weller Draw, Old #221, Polygon removed due to BLM.1661 <5000. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{8B305110-62BB-4815-B5FD-BBF056012CD4},436,78481.3139025546,52171335.4633277
534,CON-010-034,Simsberry Draw,6346.53215569,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Simsberry Draw, Old #267, AECOM #409, No boundary changes. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{B920CFA1-DEFA-4B36-A785-B4C00EA9F7B3},413,38358.3796972329,25683504.4142265
538,CON-010-027,East Boone Draw,7072.57963909,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"East Boone Draw, Old #222, No boundary changes. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{C4EDC715-A04E-43D6-B4E0-9A2F8B056057},351,57324.634542115,28621714.3354047
539,CON-010-038,Twelvemile Mesa,10238.83413729,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Twelvemile Mesa, Old #272, AECOM #473 (used interns analysis), No boundary changes. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{7D278156-A840-4F21-A157-ED4AFC973C3F},420,43819.8162964444,41435091.6863834
549,CON-010-A09,Diamond Breaks WSA Adjacent,5760.08363017,,Yes,Yes,Yes,Yes,Yes,NOT_YET_CONSIDERED,"Diamond Breaks WSA Adjacent, Old #UT110. Signed PDF not available at this time. ",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{349DB847-4A79-4EF4-9CD5-ACC442C8ECDA},,39932.5770882232,23310231.4323341
550,CON-010-001,Wild Mountain,4280.69326591,,Yes,Yes,No,Yes,Yes,WILD_PRIORITY,"Wild Mountain, Old #s UT111 & UT114, No boundary changes, Managed for LWC. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{6305D715-4058-4DC0-91E1-0997E5A0AFE1},,23282.105768955,17323351.0354703
552,CON-010-039,Lone Tree Gulch,5383.1602722,Excessive Disturbance,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Lone Tree Gulch, Old #275, AECOM #532, Polygon removed due to LS-532-R04. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{A3735E63-F3D9-4A53-A1FB-046C492EAFEA},386,29086.0706557668,21784876.7203717
555,CON-010-A34,Cross Mountain WSA Adjacent,40.443443,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Cross Mountain WSA Adjacent. Signed PDF not available at this time. ,2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{D40F57A9-15F0-41CB-9FE0-4D56E4AAD4D3},,2095.01902698476,163668.80702891
556,CON-010-002,Vermillion Creek,20283.48017805,Excessive Disturbance,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Vermillion Creek, Old #204, Several polygons & cherry stem removed due to O/G. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{565B7318-B206-4696-ACFC-ED90492C6B53},432,81658.3177649175,82084332.0271672
559,CON-010-012,Dry Creek,26695.29711599,,Yes,Yes,No,Yes,Yes,WILD_PRIORITY,"Dry Creek, Old #s 211 211a & 212, No boundary changes, Managed for LWC. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 21:35:25+00,{877FDD10-A453-4A5A-8E8F-FB034DF226F6},2346,57606.3705311158,108032034.581739
560,CON-010-045,Little Yampa Canyon,14824.15692619,Excessive Disturbance,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Little Yampa Canyon, Old #s 290 & 294, AECOM #509, Polygons removed & cherry stemmed due to routes/transmission lines. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{E896712B-1212-4057-9BA9-11D4BCC2F355},380,107576.092850323,59991234.6634111
566,CON-010-041,Crooked Wash,13391.05884249,Excessive Disturbance,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Crooked Wash, Old #s 285 & 291, AECOM #479, Polygons removed & cherry stem routes/transmission line. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{479E4BA7-0788-4E28-A9B5-229D5B140076},327,123474.386435275,54191693.2226574
568,CON-010-054,Serviceberry,6806.3514862,Excessive Disturbance,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Serviceberry, Old #315, AECOM #274, Polygons removed & cherry stemmed routes. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{9D283046-6E99-463A-9386-BD467CC515FE},406,42405.4144732546,27544327.2250436
570,CON-010-016,Vermillion Bluffs,15658.10356897,,Yes,Yes,No,Yes,Yes,WILD_PRIORITY,"Vermillion Bluffs, Old #213, No boundary changes, Managed for LWC. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{E69D7DED-3725-4629-AB3C-57A01D0D5AAD},,52873.951895038,63366096.9906871
571,CON-010-018,North Fork Sand Wash,11609.70031385,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"North Fork Sand Wash, Old #s 244 & 244a, No boundary changes. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{11B0361E-E8C5-4673-8E6A-927DBA593861},388,43199.1420990306,46982790.277234
572,CON-010-024,Yellow Cat Wash,32068.31556129,Excessive Disturbance,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Yellow Cat Wash, Old #251, Polygons removed & cherry stem due to open OHV area & route/camp site. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{AA9402E4-AF8B-462E-821E-8A629E41FDD6},442,76726.3115540783,129775868.784738
573,CON-010-025,"Sheepherder Springs Draw, Old #257, No boundary changes",6751.64420141,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Sheepherder Springs Draw, Old #257, No boundary changes. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{BBDFF721-FAD2-4433-8E24-4F0C89E6A211},412,33833.1212549795,27322934.6982424
574,CON-010-037,Calico Draw,6610.57141129,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Calico Draw, Old #271, No boundary changes. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{F4B84500-A9ED-4399-A8C7-4987306869DF},318,33122.1488209446,26752033.2625763
575,CON-010-042,Danforth,10387.52963253,Excessive Disturbance,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"Danforth, Old #292, Polygons removed & cherry stem routes. Signed PDF not available at this time.",2013/09/18 21:23:06+00,2019/12/19 17:17:34+00,{502EB4A9-66F5-48BF-8886-E04CF1E1D6AB},340,86562.0354309178,42036841.0062735
577,CON-040-429,Bull Gulch WSA Contiguous Unit,4957.93517235,Developed Right of Way,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,CO-070-429 Bull Gulch WSA Contiguous Unit,2014/09/16 16:33:33+00,2019/12/19 17:17:34+00,{748B8CD7-4046-432C-8657-F7D29F59C6BD},291,34241.0102943251,20064061.1549091
578,CON-040-RoanS,"Roan Southeast Cliff Unit, Updated boundary in 2015 for Roan SEIS",13704.55319425,Exposed Utility Corridor,Yes,Yes,No,Yes,Yes,OTHER_USES_PRIORITY,"Roan Southeast Cliff Unit, Updated boundary in 2015 for Roan SEIS",2016/05/12 15:01:11+00,2019/12/19 17:17:34+00,{98D2A115-BE85-4B5F-9A11-82E53C3F47CF},1541,105940.72417301,55460362.7468461
580,CON-050-019,North Colorow,10786.18696778,,Yes,Yes,No,Yes,Yes,WILD_PRIORITY,North Colorow,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{4A1B7C14-9EFC-4A9D-8392-700BFEC7613A},151,59890.9301584295,43650150.0037668
581,CON-050-032,Willow WSA,5917.77005975,,Yes,Yes,Yes,Yes,Yes,WILD_PRIORITY,Willow WSA,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{459D9FBD-8B66-49FC-84B2-A32111950652},162,38305.5223880723,23948365.7725799
582,CON-050-027,MF Mountain,9073.29022228,,Yes,Yes,No,Yes,Yes,OTHER_USES_WITH_RESTRICT,MF Mountain,2013/07/22 19:33:11+00,2020/02/12 22:33:44+00,{E5779161-1DDF-4B45-9E45-9615384B31F9},149,50960.19425531,36718302.8083488
583,CON-050-024,Pinto Gulch,5045.00192888,,Yes,Yes,No,Yes,Yes,WILD_PRIORITY,Pinto Gulch,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{16D340A3-65EF-408C-926A-27E7B3231BC8},154,26103.8176759995,20416399.147768
584,CON-050-021,Coal Ridge,9055.71240286,,Yes,Yes,No,Yes,Yes,WILD_PRIORITY,Coal Ridge,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{1738BBF4-493C-4985-B14A-830F963FC003},141,32091.0464822869,36647167.8969249
585,CON-050-031,Gilsonite Hills,11922.2435029,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,Gilsonite Hills,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{195D3045-3925-4BB7-91A7-3411DF9C1EFA},145,53861.7444839965,48247607.6891404
586,CON-050-004,Texas Mountain,15465.97652145,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,Texas Mountain,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{A9344013-DB9C-4F87-A854-E568C609BC59},159,62880.6893007662,62588586.4145333
587,CON-050-035,Oil Spring Mountain WSA,8211.87932187,,Yes,Yes,Yes,Yes,Yes,NOT_YET_CONSIDERED,Oil Spring Mountain WSA,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{F1B22D2E-9D3B-4167-951B-B9A6B604F689},152,61726.4417183852,33232296.5736978
588,CON-050-007,Bluejay Creek,9817.45141336,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,Bluejay Creek,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{2A08B11E-C658-4D1C-BF94-B7623DC389E3},135,44879.5456820761,39729816.3037407
589,CON-050-002,Whiskey Creek,6385.854188,,Yes,Yes,No,Yes,Yes,WILD_PRIORITY,Whiskey Creek,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{77DD2FE8-E295-4A6E-A1A9-F88100606271},161,53782.0751950817,25842635.0332051
590,CON-050-028,Evacuation Ridge,6726.94129884,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,Evacuation Ridge,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{BF482295-C8B1-44BC-BDAA-1D27495EAF15},143,45358.2986915546,27222965.5983023
591,CON-050-001,Pike Ridge,14470.91882309,,Yes,Yes,No,Yes,Yes,OTHER_USES_WITH_RESTRICT,Pike Ridge,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{D3C7B25A-E93B-4C6B-BD53-F254844E5083},153,86259.3623105821,58561730.7677731
594,CON-050-020,Upper Coal Oil Rim,13275.39691469,,Yes,Yes,No,Yes,Yes,WILD_PRIORITY,Upper Coal Oil Rim,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{7D42DFCE-0403-4207-B780-EC1FFA0E386F},160,47826.6329450925,53723625.2641081
595,CON-050-022,Coal Oil Gulch,9546.40662069,,Yes,Yes,No,Yes,Yes,OTHER_USES_WITH_RESTRICT,Coal Oil Gulch,2013/07/22 19:33:11+00,2019/12/19 17:17:34+00,{D0890AC2-6ABC-46EF-BDCB-AC3632EC4500},140,41120.154382104,38632936.9437988
601,COF-020-005,Railroad Gulch,2448.48249188,Developed Right of Way,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Railroad Gulch. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{AF353FFA-1F0C-439A-94C4-D244A1B3D7AF},267,19209.434279555,9908657.09741945
603,COF-020-007,Little Fountain Creek,199.77452445,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Little Fountain Creek. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{EF74E886-8934-4E9D-B6F0-2B2D12B25C4C},237,4617.0416011787,808458.817320308
606,COF-020-010,Red Rock Subdivision,142.67749057,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Red Rock Subdivision. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{050F1640-A0A0-4531-A7AB-5DAD6C91CF78},268,3006.32786247483,577395.319052931
607,COF-020-011,Chess Subdivision Access,38.77051881,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Chess Subdivision Access. Signed PDF not available at this time.  ,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{F6C72021-72A7-4808-825F-A5EE8712366A},,1584.46960481756,156898.7230463
608,COF-020-033,West of Beaver Creek WSA,209.56392233,Excessive Disturbance,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,West of Beaver Creek WSA. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{DFD774C6-E67B-40C8-A496-E99EEAEB7AC0},289,4151.57370365373,848075.104980409
609,COF-020-012,War Dance Mine,459.24120869,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,War Dance Mine. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{17037112-286B-4063-9806-256479C2D109},286,6430.2632759649,1858483.23482306
611,COF-020-036,N of Steel Bridge,548.51124063,Developed Right of Way,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,N of Steel Bridge. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{39F1AEF1-C09A-4732-86DA-5806BAA2EC49},247,7482.01569243191,2219746.23688992
616,COF-020-054,"East McCoy Gulch, Race Path",6721.82744665,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,"East McCoy Gulch, Race Path. Signed PDF not available at this time.",2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{F71512EA-EE70-40FB-89C6-BC6534483E3D},221,40832.2642910365,27202270.572751
617,COF-020-062,East Fork,1260.88279881,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,East Fork. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{2824D27F-67F3-4007-AF44-C6283E30F8D7},219,17585.7017348943,5104892.89583804
618,COF-020-063,North East Phantom Canyon Road,1161.86210381,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,North East Phantom Canyon Road. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{1FE31994-2BCD-46AD-99EF-5B9AE9D4F317},251,16095.6296698358,4701889.117191
630,COF-020-026,BH Subdivision,38.99921012,Excessive Disturbance,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,BH Subdivision. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{A0EEB038-994F-4851-8A96-6BABED7454B7},201,1585.08324408585,157824.20395766
634,COF-020-041,Waugh Mountain,5611.06037868,Developed Right of Way,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,Waugh Mountain. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{742D40E8-D4E2-4FFC-B4A8-07BF4DEF8DAE},288,56759.0348273965,22707156.5369621
635,COF-020-044,"Browns Canyon North, Ruby Mountain",96.9676725,Excessive Disturbance,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,"Browns Canyon North, Ruby Mountain. Signed PDF not available at this time.",2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{A983946A-509E-4852-A93B-BA18F52C8EB9},204,3599.75627018028,392414.248217059
641,COF-020-037,Stanley Creek ,5483.52487947,Excessive Disturbance,Yes,Yes,Yes,Yes,Yes,NOT_YET_CONSIDERED,Stanley Creek. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{7049F631-74C2-487B-A45E-291FFF6551BA},277,35153.1385281025,22191037.8758822
651,COF-020-028,Hellgateway N,41.10891833,Excessive Disturbance,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Hellgateway N. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{CADE1CA5-AEAE-49DB-AB0B-792522552AD9},230,1623.93545316092,166361.890177738
654,COF-020-056,N Coaldale/ Cotopaxi,17374.5725937,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,N Coaldale/ Cotopaxi. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{B123196C-4693-4A66-9C8A-B1DDE109D668},246,90139.5718574708,70312401.630534
656,COF-020-088,Suzie's Ridge,2783.72746551,Developed Right of Way,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Suzie's Ridge. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{020F9F71-2475-404A-B279-18A5A6DE8993},279,20023.8205900132,11265345.5352637
658,COF-020-070,Upper Red Canyon,22705.6217814,,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,Upper Red Canyon. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{FB09568F-4C6C-48EE-B1B3-B48CBE1B8E81},285,191441.982286131,91886391.9241238
659,COF-020-019,Echo Canyon,30976.91030216,Developed Right of Way,Yes,Yes,Yes,Yes,Yes,NOT_YET_CONSIDERED,Echo Canyon. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{AC1FF4B6-C7D1-4599-A796-AEA5F7889FDD},224,133992.85640535,128144000.538579
660,COF-020-062-A ,East Fork A,106.26531816,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,East Fork A. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{8227249A-1BCB-447D-B32A-0B895C6CFB9B},220,2753.94197023401,345233.818664746
661,COF-020-042,Cucharas Canyon,6046.36249764,Developed Right of Way,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,Cucharas Canyon. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{FCF0784D-C57F-4410-827A-034ED24CD8CB},216,51179.0267200402,24468760.9057447
670,COF-020-071,Bear Mountain,8204.11510574,Excessive Disturbance,Yes,No,No,NA,NA,NOT_YET_CONSIDERED,Bear Mountain. Signed PDF not available at this time.,2018/04/16 22:03:45+00,2021/10/22 19:06:07+00,{2E5CC87C-3713-4986-9C92-4879FDC7A6DF},198,54540.7427580174,33200876.586514
673,COF-020-006,Crown Point,153.84478655,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Crown Point. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{9B85BE2D-8F52-4145-A4DD-A569A936D668},214,4067.24133575969,654330.417170573
674,COF-020-009,Turkey Creek,2476.12185033,Developed Right of Way,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Turkey Creek. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{8C92E2CF-BEFE-40E5-9B04-D121FEBD0033},283,21847.3755675757,9945099.03054081
676,COF-020-087,Badito Cone North,923.5180915,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Badito Cone North. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{4853A0CC-76B6-4CDF-968E-2DDF9020BC50},196,10419.00568937,3706271.5344187
678,COF-020-002,North Hondo,521.88474206,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,North Hondo. Signed PDF not available at this time.,2018/04/16 22:55:46+00,2019/12/19 17:17:34+00,{7030026A-6491-4C66-B741-9D6C5B37DACA},253,9725.58622529018,2093464.73850281
679,COF-020-015,Bull Domingo West,231.81642179,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Bull Domingo West. Signed PDF not available at this time.,2018/04/16 23:01:15+00,2019/12/19 17:17:34+00,{6C0A4015-5482-46DE-B07F-07C961AA61F7},205,5034.20196171204,938127.775349934
681,COF-020-049,Crampton Mountain,5030.6108485,Exposed Utility Corridor,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,Crampton Mountain. Signed PDF not available at this time.,2018/04/16 23:04:55+00,2021/10/29 18:55:30+00,{B26E6C0B-8F77-4960-BEEF-4F3EC3528996},213,43550.4944643638,20672653.5644424
683,COF-020-025,Dead Mule,1821.08008601,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Dead Mule. Signed PDF not available at this time.,2018/04/16 23:10:02+00,2019/12/19 17:17:34+00,{FF864835-28F1-461F-BEC6-C2A0E93A63FB},217,18701.4628842057,7369650.11212739
684,COF-020-035,East of Steel Bridge,941.10963835,Developed Right of Way,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,East of Steel Bridge. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{8E0F48D7-2467-41F6-9424-20DF6EB85BF0},222,14522.9328734829,3749838.63911478
685,COF-020-004,Dry Creek Canyon,38.79480486,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Dry Creek Canyon. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{72E30529-505E-4DB6-A3DA-D83DED8F7698},218,1592.55619405385,158488.710256292
687,COF-020-050,Eightmile Mountain,17781.916998,Developed Right of Way,Yes,Yes,No,Yes,Yes,NOT_YET_CONSIDERED,Eightmile Mountain. Signed PDF not available at this time.,2018/04/16 23:19:50+00,2021/10/29 19:01:12+00,{95870421-15E8-4066-82BA-76B991B14579},225,98276.7842605084,72247327.9278403
688,COF-020-030,Horseshoe Mountain,147.27463832,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Horseshoe Mountain. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{28A7D140-BD44-48CC-AB62-B53C09AF2D61},232,3876.9307322224,606311.124449888
689,COF-020-031,Horseshoe Mountian 2,50.61226683,Excessive Disturbance,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Horseshoe Mountian 2. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{AA422B24-C4BB-4A6F-8B1C-DDBF1660954C},233,2307.71742952509,212275.578962937
690,COF-020-051,Iron Mountain ,28.06638936,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Iron Mountain. Signed PDF not available at this time.,2018/04/16 23:26:08+00,2019/12/19 17:17:34+00,{E2864BCF-7EF5-4F09-8FB4-87DBF1D4CAB6},234,1353.67479259023,113088.133408088
691,COF-020-016,Marsh Gulch,461.88021552,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Marsh Gulch. Signed PDF not available at this time.,2018/04/16 23:27:31+00,2019/12/19 17:17:34+00,{118143DC-AA3E-4CC6-B7A6-9BF6984B4A40},238,7549.11962231006,1869162.9165725
692,COF-020-029,N Bear Gulch,291.49607842,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,N Bear Gulch. Signed PDF not available at this time.,2018/04/16 23:28:40+00,2019/12/19 17:17:34+00,{987C1BFA-5C35-4D14-AD48-E5F31F29DF7B},245,6490.92350194185,1179643.31459154
693,COF-020-018,North Badger Creek,11408.42261224,Excessive Disturbance,Yes,Yes,Yes,Yes,Yes,NOT_YET_CONSIDERED,North Badger Creek. Signed PDF not available at this time.,2018/04/16 23:31:05+00,2021/10/21 18:34:04+00,{4C559474-7619-4612-9BF6-BC099C551719},250,82214.8528351019,46168248.9543161
694,COF-020-020,NW corner of Beaver Creek WSA ,59.63436286,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,NW corner of Beaver Creek WSA. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{39C1249D-483F-4691-B9DF-04675D3612C0},256,2972.02432702786,237771.505700065
695,COF-020-013,Pierce Gulch,241.40948956,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Pierce Gulch. Signed PDF not available at this time.,2018/04/16 23:37:03+00,2019/12/19 17:17:34+00,{A40E6667-71B4-4865-8099-98AEFB7D806D},260,5365.13881451679,976949.543252736
696,COF-020-034,SE Phantom Canyon Road,600.96762239,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,SE Phantom Canyon Road. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{1FBC8A5D-39CB-47BE-A563-31D557F0A121},271,12849.3338033323,2408169.81302513
697,COF-020-047,Sheep Basin,198.69383192,Excessive Disturbance,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Sheep Basin. Signed PDF not available at this time.,2018/04/16 23:41:32+00,2019/12/19 17:17:34+00,{4F5CDD83-DD3F-4962-93BC-3C6FF91C1D1A},272,6821.91560455088,804085.409797976
698,COF-020-014,Westfall Gulch,113.21642669,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Westfall Gulch. Signed PDF not available at this time.,2018/04/16 21:53:10+00,2019/12/19 17:17:34+00,{C33D381B-3D56-4BEF-84FA-2D30B7005FEC},290,3230.44747198562,489031.512744772
699,LLCOSO8000-2017-02,Head of Main Canyon,151,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Head of Main Canyon. Signed PDF not available at this time.,2018/04/23 15:27:48+00,2019/12/19 17:17:34+00,{2A1D16DE-FA90-418E-ACE5-7624A79058DB},694,4204.72863804831,610941.125438086
700,LLCOSO8000-2017-06,Winter Flats,1597,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Winter Flats. Signed PDF not available at this time.,2018/04/23 15:27:48+00,2019/12/19 17:17:34+00,{C8A59B77-34A2-4182-8981-5475075E199E},698,16132.1327287578,6471559.84875923
701,LLCOSO8000-2017-04,Redrock,993,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Redrock. Signed PDF not available at this time.,2018/04/23 15:27:48+00,2019/12/19 17:17:34+00,{C2BE276D-7DAD-4AA0-9D15-ECDFAE26B7BE},696,9213.51592976398,4024909.31749609
702,LLCOSO8000-2017-03,Pine Ridge,1974,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Pine Ridge. Signed PDF not available at this time.,2018/04/23 15:27:48+00,2019/12/19 17:17:34+00,{52D7EB72-CC04-4761-BCCF-611BFBDE2A0D},695,18911.3688630589,7998691.53463084
704,LLCOSO8000-2017-01,DeBeque Rim,3303,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Debeque Rim. Signed PDF not available at this time.,2018/04/23 15:27:48+00,2019/12/19 17:17:34+00,{9B9D1859-9D80-4075-B5BD-05D8EB115657},693,21774.9037662684,13381644.1425591
705,LLCOSO8000-2017-07,Demaree South,3977,,Yes,No,Yes,Yes,Yes,NOT_YET_CONSIDERED,Demaree South. Signed PDF not available at this time.,2018/04/23 16:16:48+00,2019/12/19 17:17:34+00,{D0451823-631D-4E40-9639-E94308AF5A0A},1131,61026.7193257115,16096002.0548515
